,No,Tweets,Case_Folding,Data_Cleaning,Tokenize,Normalization,Stopwords,Stemming,Label,Text,Text Tweet
261,843,b'Permendikbud PPKS Harus Dicabut dan Tolak RUU\xc2\xa0TPKS https://t.co/932QznyVQa',b'permendikbud ppks harus dicabut dan tolak ruu\xc2\xa0tpks https://t.co/932qznyvqa',permendikbud ppks harus dicabut dan tolak ruu xc xa tpks,"['permendikbud', 'ppks', 'harus', 'dicabut', 'dan', 'tolak', 'ruu', 'xc', 'xa', 'tpks']","['permendikbud', 'ppks', 'harus', 'dicabut', 'dan', 'tolak', 'ruu', 'xc', 'xa', 'tpks']",permendikbud ppks dicabut tolak ruu tpks,permendikbud ppks cabut tolak ruu tpks,Negative,permendikbud ppks cabut tolak ruu tpks,"['permendikbud', 'ppks', 'cabut', 'tolak', 'ruu', 'tpks']"
262,1067,b'Permendikbud PPKS Harus Jadi Pelecut DPR Segera Sahkan RUU TPKS  https://t.co/oKzYOtfSnm',b'permendikbud ppks harus jadi pelecut dpr segera sahkan ruu tpks  https://t.co/okzyotfsnm',permendikbud ppks harus jadi pelecut dpr segera sahkan ruu tpks,"['permendikbud', 'ppks', 'harus', 'jadi', 'pelecut', 'dpr', 'segera', 'sahkan', 'ruu', 'tpks']","['permendikbud', 'ppks', 'harus', 'jadi', 'pelecut', 'dpr', 'segera', 'sahkan', 'ruu', 'tpks']",permendikbud ppks pelecut dpr sahkan ruu tpks,permendikbud ppks lecut dpr sahkan ruu tpks,Negative,permendikbud ppks lecut dpr sahkan ruu tpks,"['permendikbud', 'ppks', 'lecut', 'dpr', 'sahkan', 'ruu', 'tpks']"
263,3011,"b'Permendikbud PPKS ini disinyalir melegalkan zina, padahal konsep ""Consent"" yang terkandung didalamnya memiliki pema\xe2\x80\xa6 https://t.co/qF1pEeC99V'","b'permendikbud ppks ini disinyalir melegalkan zina, padahal konsep ""consent"" yang terkandung didalamnya memiliki pema\xe2\x80\xa6 https://t.co/qf1peec99v'",permendikbud ppks ini disinyalir melegalkan zina padahal konsep consent yang terkandung didalamnya memiliki pema  xa,"['permendikbud', 'ppks', 'ini', 'disinyalir', 'melegalkan', 'zina', 'padahal', 'konsep', 'consent', 'yang', 'terkandung', 'didalamnya', 'memiliki', 'pema', 'xa']","['permendikbud', 'ppks', 'ini', 'disinyalir', 'melegalkan', 'zina', 'padahal', 'konsep', 'consent', 'yang', 'terkandung', 'didalamnya', 'memiliki', 'pema', 'xa']",permendikbud ppks disinyalir melegalkan zina konsep consent terkandung didalamnya memiliki pema,permendikbud ppks sinyalir legal zina konsep consent kandung dalam milik pema,Negative,permendikbud ppks sinyalir legal zina konsep consent kandung dalam milik pema,"['permendikbud', 'ppks', 'sinyalir', 'legal', 'zina', 'konsep', 'consent', 'kandung', 'pema']"
264,977,"b'Permendikbud PPKS, Mengatasi Masalah dengan\xc2\xa0Masalah https://t.co/ViUSoS97DW'","b'permendikbud ppks, mengatasi masalah dengan\xc2\xa0masalah https://t.co/viusos97dw'",permendikbud ppks mengatasi masalah dengan xc xa masalah,"['permendikbud', 'ppks', 'mengatasi', 'masalah', 'dengan', 'xc', 'xa', 'masalah']","['permendikbud', 'ppks', 'mengatasi', 'masalah', 'dengan', 'xc', 'xa', 'masalah']",permendikbud ppks mengatasi,permendikbud ppks atas,Negative,permendikbud ppks atas,"['permendikbud', 'ppks']"
265,536,"b'Permendikbud PPKS menuai kecaman dari berbagai pihak karena dianggap melegalkan perzinaan. Menurut Nadiem, ia mener\xe2\x80\xa6 https://t.co/5kB4SWAwhN'","b'permendikbud ppks menuai kecaman dari berbagai pihak karena dianggap melegalkan perzinaan. menurut nadiem, ia mener\xe2\x80\xa6 https://t.co/5kb4swawhn'",permendikbud ppks menuai kecaman dari berbagai pihak karena dianggap melegalkan perzinaan menurut nadiem ia mener  xa,"['permendikbud', 'ppks', 'menuai', 'kecaman', 'dari', 'berbagai', 'pihak', 'karena', 'dianggap', 'melegalkan', 'perzinaan', 'menurut', 'nadiem', 'ia', 'mener', 'xa']","['permendikbud', 'ppks', 'menuai', 'kecaman', 'dari', 'berbagai', 'pihak', 'karena', 'dianggap', 'melegalkan', 'perzinaan', 'menurut', 'nadiem', 'ia', 'mener', 'xa']",permendikbud ppks menuai kecaman dianggap melegalkan perzinaan nadiem mener,permendikbud ppks tuai kecam anggap legal zina nadiem ter,Negative,permendikbud ppks tuai kecam anggap legal zina nadiem ter,"['permendikbud', 'ppks', 'tuai', 'kecam', 'anggap', 'legal', 'zina', 'nadiem', 'ter']"
266,5373,b'Permendikbud PPKS Solusikah? https://t.co/Fw4KFcOZAA',b'permendikbud ppks solusikah? https://t.co/fw4kfcozaa',permendikbud ppks solusikah,"['permendikbud', 'ppks', 'solusikah']","['permendikbud', 'ppks', 'solusikah']",permendikbud ppks solusikah,permendikbud ppks solusi,Negative,permendikbud ppks solusi,"['permendikbud', 'ppks', 'solusi']"
267,5419,"b'Permendikbud Ristek PPKS, Liberalisasi Seksual Menyasar Institusi PT\n\nOleh: Zulia Adi K, S.E\n[Pengamat Pendidikan]\nhttps://t.co/fjGmykCffj'","b'permendikbud ristek ppks, liberalisasi seksual menyasar institusi pt\n\noleh: zulia adi k, s.e\n[pengamat pendidikan]\nhttps://t.co/fjgmykcffj'",permendikbud ristek ppks liberalisasi seksual menyasar institusi pt noleh zulia adi,"['permendikbud', 'ristek', 'ppks', 'liberalisasi', 'seksual', 'menyasar', 'institusi', 'pt', 'noleh', 'zulia', 'adi']","['permendikbud', 'ristek', 'ppks', 'liberalisasi', 'seksual', 'menyasar', 'institusi', 'pt', 'noleh', 'zulia', 'adi']",permendikbud ristek ppks liberalisasi seksual menyasar institusi pt noleh zulia adi,permendikbud ristek ppks liberalisasi seksual sasar institusi pt noleh zulia adi,Negative,permendikbud ristek ppks liberalisasi seksual sasar institusi pt noleh zulia adi,"['permendikbud', 'ristek', 'ppks', 'liberalisasi', 'seksual', 'sasar', 'institusi', 'pt', 'noleh', 'zulia', 'adi']"
268,5428,"b""Permendikbud Ristek PPKS, Liberalisasi Seksual Menyasar Kampus\n\nOleh: Yafi'ah Nurul Salsabila\n[Alumni IPRIJA dan Ak\xe2\x80\xa6 https://t.co/FAtcXSyUjU""","b""permendikbud ristek ppks, liberalisasi seksual menyasar kampus\n\noleh: yafi'ah nurul salsabila\n[alumni iprija dan ak\xe2\x80\xa6 https://t.co/fatcxsyuju""",permendikbud ristek ppks liberalisasi seksual menyasar kampus noleh yafi ah nurul salsabila alumni iprija dan ak  xa,"['permendikbud', 'ristek', 'ppks', 'liberalisasi', 'seksual', 'menyasar', 'kampus', 'noleh', 'yafi', 'ah', 'nurul', 'salsabila', 'alumni', 'iprija', 'dan', 'ak', 'xa']","['permendikbud', 'ristek', 'ppks', 'liberalisasi', 'seksual', 'menyasar', 'kampus', 'noleh', 'yafi', 'ah', 'nurul', 'salsabila', 'alumni', 'iprija', 'dan', 'ak', 'xa']",permendikbud ristek ppks liberalisasi seksual menyasar kampus noleh yafi ah nurul salsabila alumni iprija ak,permendikbud ristek ppks liberalisasi seksual sasar kampus noleh yafi ah nurul salsabila alumni iprija ak,Negative,permendikbud ristek ppks liberalisasi seksual sasar kampus noleh yafi ah nurul salsabila alumni iprija ak,"['permendikbud', 'ristek', 'ppks', 'liberalisasi', 'seksual', 'sasar', 'kampus', 'noleh', 'yafi', 'nurul', 'salsabila', 'alumni', 'iprija', 'ak']"
269,145,b'Permendikbud-Ristek PPKS menjelaskan langkah awal penciptaan ruang aman di lingkungan kampus. Gimana sih caranya ny\xe2\x80\xa6 https://t.co/yHbmoKOWuK',b'permendikbud-ristek ppks menjelaskan langkah awal penciptaan ruang aman di lingkungan kampus. gimana sih caranya ny\xe2\x80\xa6 https://t.co/yhbmokowuk',permendikbud ristek ppks menjelaskan langkah awal penciptaan ruang aman di lingkungan kampus gimana sih caranya ny  xa,"['permendikbud', 'ristek', 'ppks', 'menjelaskan', 'langkah', 'awal', 'penciptaan', 'ruang', 'aman', 'di', 'lingkungan', 'kampus', 'gimana', 'sih', 'caranya', 'ny', 'xa']","['permendikbud', 'ristek', 'ppks', 'menjelaskan', 'langkah', 'awal', 'penciptaan', 'ruang', 'aman', 'di', 'lingkungan', 'kampus', 'gimana', 'sih', 'caranya', 'ny', 'xa']",permendikbud ristek ppks langkah penciptaan ruang aman lingkungan kampus gimana sih ny,permendikbud ristek ppks langkah cipta ruang aman lingkung kampus gimana sih ny,Negative,permendikbud ristek ppks langkah cipta ruang aman lingkung kampus gimana sih ny,"['permendikbud', 'ristek', 'ppks', 'langkah', 'cipta', 'aman', 'lingkung', 'kampus', 'ny']"
270,5421,"b'Permendikbud Ristek PPKS: Solusi Parsial Liberalisasi di Institusi Perguruan Tinggi\n\nOleh: Ageng Kartika,\xe2\x80\xa6 https://t.co/2MS1dIImzx'","b'permendikbud ristek ppks: solusi parsial liberalisasi di institusi perguruan tinggi\n\noleh: ageng kartika,\xe2\x80\xa6 https://t.co/2ms1diimzx'",permendikbud ristek ppks solusi parsial liberalisasi di institusi perguruan tinggi noleh ageng kartika  xa,"['permendikbud', 'ristek', 'ppks', 'solusi', 'parsial', 'liberalisasi', 'di', 'institusi', 'perguruan', 'tinggi', 'noleh', 'ageng', 'kartika', 'xa']","['permendikbud', 'ristek', 'ppks', 'solusi', 'parsial', 'liberalisasi', 'di', 'institusi', 'perguruan', 'tinggi', 'noleh', 'ageng', 'kartika', 'xa']",permendikbud ristek ppks solusi parsial liberalisasi institusi perguruan noleh ageng kartika,permendikbud ristek ppks solusi parsial liberalisasi institusi guru noleh ageng kartika,Negative,permendikbud ristek ppks solusi parsial liberalisasi institusi guru noleh ageng kartika,"['permendikbud', 'ristek', 'ppks', 'solusi', 'parsial', 'liberalisasi', 'institusi', 'guru', 'noleh', 'ageng', 'kartika']"
271,5374,"b'Permendikbudristek no 30, potret buram pendidikan tinggi era sekuler\n\nhttps://t.co/fVxiQuZGSb\n\n#permendikbutristek\n#ppks'","b'permendikbudristek no 30, potret buram pendidikan tinggi era sekuler\n\nhttps://t.co/fvxiquzgsb\n\n#permendikbutristek\n#ppks'",permendikbudristek no potret buram pendidikan tinggi era sekuler,"['permendikbudristek', 'no', 'potret', 'buram', 'pendidikan', 'tinggi', 'era', 'sekuler']","['permendikbudristek', 'no', 'potret', 'buram', 'pendidikan', 'tinggi', 'era', 'sekuler']",permendikbudristek no potret buram pendidikan era sekuler,permendikbudristek no potret buram didik era sekuler,Negative,permendikbudristek no potret buram didik era sekuler,"['permendikbudristek', 'potret', 'buram', 'didik', 'era', 'sekuler']"
272,5378,"b'Permendikbudristek No. 30, Potret Buram Pendidikan Tinggi Era Sekuler | Analisis\nhttps://t.co/q8uR2F2KLB\xe2\x80\xa6 https://t.co/kIU5oxikA1'","b'permendikbudristek no. 30, potret buram pendidikan tinggi era sekuler | analisis\nhttps://t.co/q8ur2f2klb\xe2\x80\xa6 https://t.co/kiu5oxika1'",permendikbudristek no potret buram pendidikan tinggi era sekuler analisis,"['permendikbudristek', 'no', 'potret', 'buram', 'pendidikan', 'tinggi', 'era', 'sekuler', 'analisis']","['permendikbudristek', 'no', 'potret', 'buram', 'pendidikan', 'tinggi', 'era', 'sekuler', 'analisis']",permendikbudristek no potret buram pendidikan era sekuler analisis,permendikbudristek no potret buram didik era sekuler analisis,Negative,permendikbudristek no potret buram didik era sekuler analisis,"['permendikbudristek', 'potret', 'buram', 'didik', 'era', 'sekuler', 'analisis']"
273,288,b'*[Diskusi Publik] PERMENDIKBUDRISTEK NO. 30 TAHUN 2021 : LEGALKAN SEKS BEBAS?*\n\nDengan alasan mencegah kekerasan se\xe2\x80\xa6 https://t.co/Fq9IcqYRkf',b'*[diskusi publik] permendikbudristek no. 30 tahun 2021 : legalkan seks bebas?*\n\ndengan alasan mencegah kekerasan se\xe2\x80\xa6 https://t.co/fq9icqyrkf',permendikbudristek no tahun legalkan seks bebas ndengan alasan mencegah kekerasan se  xa,"['permendikbudristek', 'no', 'tahun', 'legalkan', 'seks', 'bebas', 'ndengan', 'alasan', 'mencegah', 'kekerasan', 'se', 'xa']","['permendikbudristek', 'no', 'tahun', 'legalkan', 'seks', 'bebas', 'ndengan', 'alasan', 'mencegah', 'kekerasan', 'se', 'xa']",permendikbudristek no legalkan seks bebas ndengan alasan mencegah kekerasan,permendikbudristek no legal seks bebas ndengan alas cegah keras,Negative,permendikbudristek no legal seks bebas ndengan alas cegah keras,"['permendikbudristek', 'legal', 'seks', 'bebas', 'ndengan', 'alas', 'cegah', 'keras']"
274,948,b'Permendikbudristek PPKS kini menggelinding di kampus-kampus yang harus segera membentuk Satgas Pencegahan dan Penan\xe2\x80\xa6 https://t.co/Erjvfcb1Sg',b'permendikbudristek ppks kini menggelinding di kampus-kampus yang harus segera membentuk satgas pencegahan dan penan\xe2\x80\xa6 https://t.co/erjvfcb1sg',permendikbudristek ppks kini menggelinding di kampus kampus yang harus segera membentuk satgas pencegahan dan penan  xa,"['permendikbudristek', 'ppks', 'kini', 'menggelinding', 'di', 'kampus', 'kampus', 'yang', 'harus', 'segera', 'membentuk', 'satgas', 'pencegahan', 'dan', 'penan', 'xa']","['permendikbudristek', 'ppks', 'kini', 'menggelinding', 'di', 'kampus', 'kampus', 'yang', 'harus', 'segera', 'membentuk', 'satgas', 'pencegahan', 'dan', 'penan', 'xa']",permendikbudristek ppks menggelinding kampus kampus membentuk satgas pencegahan penan,permendikbudristek ppks gelinding kampus kampus bentuk satgas cegah pen,Positive,permendikbudristek ppks gelinding kampus kampus bentuk satgas cegah pen,"['permendikbudristek', 'ppks', 'gelinding', 'kampus', 'kampus', 'satgas', 'cegah', 'pen']"
275,5427,"b'Permendikbudristek PPKS, Penyelewengan Terhadap Konstitusi?  https://t.co/SfAhbRYheB ; ?&gt;\nCovid-19\n20 November 2021\xe2\x80\xa6 https://t.co/NYOqeLqiio'","b'permendikbudristek ppks, penyelewengan terhadap konstitusi?  https://t.co/sfahbryheb ; ?&gt;\ncovid-19\n20 november 2021\xe2\x80\xa6 https://t.co/nyoqelqiio'",permendikbudristek ppks penyelewengan terhadap konstitusi gt ncovid november  xa,"['permendikbudristek', 'ppks', 'penyelewengan', 'terhadap', 'konstitusi', 'gt', 'ncovid', 'november', 'xa']","['permendikbudristek', 'ppks', 'penyelewengan', 'terhadap', 'konstitusi', 'gt', 'ncovid', 'november', 'xa']",permendikbudristek ppks penyelewengan konstitusi gt ncovid november,permendikbudristek ppks seleweng konstitusi gt ncovid november,Negative,permendikbudristek ppks seleweng konstitusi gt ncovid november,"['permendikbudristek', 'ppks', 'seleweng', 'konstitusi', 'gt', 'ncovid', 'november']"
276,1326,b'@kyo_shiro007 @catchmeupid persetujuan ya suka sm suka dong dan di agama ya masuk ke zina tpkan itu urusannya dia s\xe2\x80\xa6 https://t.co/lfjHPZkpOA',b'@kyo_shiro007 @catchmeupid persetujuan ya suka sm suka dong dan di agama ya masuk ke zina tpkan itu urusannya dia s\xe2\x80\xa6 https://t.co/lfjhpzkpoa',persetujuan ya suka sm suka dong dan di agama ya masuk ke zina tpkan itu urusannya dia  xa,"['persetujuan', 'ya', 'suka', 'sm', 'suka', 'dong', 'dan', 'di', 'agama', 'ya', 'masuk', 'ke', 'zina', 'tpkan', 'itu', 'urusannya', 'dia', 'xa']","['persetujuan', 'ya', 'suka', 'sm', 'suka', 'dong', 'dan', 'di', 'agama', 'ya', 'masuk', 'ke', 'zina', 'tpkan', 'itu', 'urusannya', 'dia', 'xa']",persetujuan ya suka sm suka agama ya masuk zina tpkan urusannya,tuju ya suka sm suka agama ya masuk zina tpkan urus,Negative,tuju ya suka sm suka agama ya masuk zina tpkan urus,"['tuju', 'suka', 'suka', 'agama', 'zina', 'tpkan', 'urus']"
277,1065,"b'Polemik Permendikbud PPKS, Nadiem: Ruang Lingkupnya Kekerasan Seksual, Bukan Tindakan Asusila di Kampus\nKlik untuk\xe2\x80\xa6 https://t.co/RMrG16gS3d'","b'polemik permendikbud ppks, nadiem: ruang lingkupnya kekerasan seksual, bukan tindakan asusila di kampus\nklik untuk\xe2\x80\xa6 https://t.co/rmrg16gs3d'",polemik permendikbud ppks nadiem ruang lingkupnya kekerasan seksual bukan tindakan asusila di kampus nklik untuk  xa,"['polemik', 'permendikbud', 'ppks', 'nadiem', 'ruang', 'lingkupnya', 'kekerasan', 'seksual', 'bukan', 'tindakan', 'asusila', 'di', 'kampus', 'nklik', 'untuk', 'xa']","['polemik', 'permendikbud', 'ppks', 'nadiem', 'ruang', 'lingkupnya', 'kekerasan', 'seksual', 'bukan', 'tindakan', 'asusila', 'di', 'kampus', 'nklik', 'untuk', 'xa']",polemik permendikbud ppks nadiem ruang lingkupnya kekerasan seksual tindakan asusila kampus nklik,polemik permendikbud ppks nadiem ruang lingkup keras seksual tindak asusila kampus nklik,Positive,polemik permendikbud ppks nadiem ruang lingkup keras seksual tindak asusila kampus nklik,"['polemik', 'permendikbud', 'ppks', 'nadiem', 'lingkup', 'keras', 'seksual', 'tindak', 'asusila', 'kampus', 'nklik']"
278,967,b'PPKS dukung acara Seminar dan Workshop Peningkatan Kemandirian Petani Sawit \n.\nKunjungi Booth PPKS dan dapatkan pro\xe2\x80\xa6 https://t.co/mo2nQGYlvD',b'ppks dukung acara seminar dan workshop peningkatan kemandirian petani sawit \n.\nkunjungi booth ppks dan dapatkan pro\xe2\x80\xa6 https://t.co/mo2nqgylvd',ppks dukung acara seminar dan workshop peningkatan kemandirian petani sawit nkunjungi booth ppks dan dapatkan pro  xa,"['ppks', 'dukung', 'acara', 'seminar', 'dan', 'workshop', 'peningkatan', 'kemandirian', 'petani', 'sawit', 'nkunjungi', 'booth', 'ppks', 'dan', 'dapatkan', 'pro', 'xa']","['ppks', 'dukung', 'acara', 'seminar', 'dan', 'workshop', 'peningkatan', 'kemandirian', 'petani', 'sawit', 'nkunjungi', 'booth', 'ppks', 'dan', 'dapatkan', 'pro', 'xa']",ppks dukung acara seminar workshop peningkatan kemandirian petani sawit nkunjungi booth ppks dapatkan pro,ppks dukung acara seminar workshop tingkat mandiri tani sawit nkunjungi booth ppks dapat pro,Positive,ppks dukung acara seminar workshop tingkat mandiri tani sawit nkunjungi booth ppks dapat pro,"['ppks', 'dukung', 'seminar', 'workshop', 'mandiri', 'tani', 'sawit', 'nkunjungi', 'booth', 'ppks', 'pro']"
279,307,"b'PPKS Rampung oleh, Said dan Nadiem\n\n#ketumPBNU #saidaqil https://t.co/qBJxnZwZBi'","b'ppks rampung oleh, said dan nadiem\n\n#ketumpbnu #saidaqil https://t.co/qbjxnzwzbi'",ppks rampung oleh said dan nadiem ketumpbnu saidaqil,"['ppks', 'rampung', 'oleh', 'said', 'dan', 'nadiem', 'ketumpbnu', 'saidaqil']","['ppks', 'rampung', 'oleh', 'said', 'dan', 'nadiem', 'ketumpbnu', 'saidaqil']",ppks rampung said nadiem ketumpbnu saidaqil,ppks rampung said nadiem ketumpbnu saidaqil,Positive,ppks rampung said nadiem ketumpbnu saidaqil,"['ppks', 'rampung', 'said', 'nadiem', 'ketumpbnu', 'saidaqil']"
280,5150,b'Produk hukum ini terbit sebelum Permen PPKS Kemendikbud. Keluarnya tahun lalu. Sudah ada timnya macam satgas gitu u\xe2\x80\xa6 https://t.co/J16L428qIi',b'produk hukum ini terbit sebelum permen ppks kemendikbud. keluarnya tahun lalu. sudah ada timnya macam satgas gitu u\xe2\x80\xa6 https://t.co/j16l428qii',produk hukum ini terbit sebelum permen ppks kemendikbud keluarnya tahun lalu sudah ada timnya macam satgas gitu  xa,"['produk', 'hukum', 'ini', 'terbit', 'sebelum', 'permen', 'ppks', 'kemendikbud', 'keluarnya', 'tahun', 'lalu', 'sudah', 'ada', 'timnya', 'macam', 'satgas', 'gitu', 'xa']","['produk', 'hukum', 'ini', 'terbit', 'sebelum', 'permen', 'ppks', 'kemendikbud', 'keluarnya', 'tahun', 'lalu', 'sudah', 'ada', 'timnya', 'macam', 'satgas', 'gitu', 'xa']",produk hukum terbit permen ppks kemendikbud keluarnya timnya satgas gitu,produk hukum terbit permen ppks kemendikbud keluar tim satgas gitu,Positive,produk hukum terbit permen ppks kemendikbud keluar tim satgas gitu,"['produk', 'hukum', 'terbit', 'permen', 'ppks', 'kemendikbud', 'tim', 'satgas']"
281,147,"b'Ratusan Mahasiswa di Medan Tolak Permendikbud PPKS, Syariat Islam Solusinya \nhttps://t.co/2vaigxvpLs\xe2\x80\xa6 https://t.co/9Xa2j9kc8I'","b'ratusan mahasiswa di medan tolak permendikbud ppks, syariat islam solusinya \nhttps://t.co/2vaigxvpls\xe2\x80\xa6 https://t.co/9xa2j9kc8i'",ratusan mahasiswa di medan tolak permendikbud ppks syariat islam solusinya,"['ratusan', 'mahasiswa', 'di', 'medan', 'tolak', 'permendikbud', 'ppks', 'syariat', 'islam', 'solusinya']","['ratusan', 'mahasiswa', 'di', 'medan', 'tolak', 'permendikbud', 'ppks', 'syariat', 'islam', 'solusinya']",ratusan mahasiswa medan tolak permendikbud ppks syariat islam solusinya,ratus mahasiswa medan tolak permendikbud ppks syariat islam solusi,Negative,ratus mahasiswa medan tolak permendikbud ppks syariat islam solusi,"['ratus', 'mahasiswa', 'medan', 'tolak', 'permendikbud', 'ppks', 'syariat', 'islam', 'solusi']"
282,962,b'Ratusan mahasiswa menggelar aksi demo di Kemendikbud menuntut pencabutan permendikbud no 30 tahun 2021 tentang Penc\xe2\x80\xa6 https://t.co/86GcTslqmK',b'ratusan mahasiswa menggelar aksi demo di kemendikbud menuntut pencabutan permendikbud no 30 tahun 2021 tentang penc\xe2\x80\xa6 https://t.co/86gctslqmk',ratusan mahasiswa menggelar aksi demo di kemendikbud menuntut pencabutan permendikbud no tahun tentang penc  xa,"['ratusan', 'mahasiswa', 'menggelar', 'aksi', 'demo', 'di', 'kemendikbud', 'menuntut', 'pencabutan', 'permendikbud', 'no', 'tahun', 'tentang', 'penc', 'xa']","['ratusan', 'mahasiswa', 'menggelar', 'aksi', 'demo', 'di', 'kemendikbud', 'menuntut', 'pencabutan', 'permendikbud', 'no', 'tahun', 'tentang', 'penc', 'xa']",ratusan mahasiswa menggelar aksi demo kemendikbud menuntut pencabutan permendikbud no penc,ratus mahasiswa gelar aksi demo kemendikbud tuntut cabut permendikbud no penc,Negative,ratus mahasiswa gelar aksi demo kemendikbud tuntut cabut permendikbud no penc,"['ratus', 'mahasiswa', 'gelar', 'aksi', 'demo', 'kemendikbud', 'tuntut', 'cabut', 'permendikbud', 'penc']"
283,3644,"b'Redam Polemik Permendikbud PPKS, Nadiem Minta Masukan PBNU https://t.co/ViVgnFpdL0'","b'redam polemik permendikbud ppks, nadiem minta masukan pbnu https://t.co/vivgnfpdl0'",redam polemik permendikbud ppks nadiem minta masukan pbnu,"['redam', 'polemik', 'permendikbud', 'ppks', 'nadiem', 'minta', 'masukan', 'pbnu']","['redam', 'polemik', 'permendikbud', 'ppks', 'nadiem', 'minta', 'masukan', 'pbnu']",redam polemik permendikbud ppks nadiem masukan pbnu,redam polemik permendikbud ppks nadiem masuk pbnu,Negative,redam polemik permendikbud ppks nadiem masuk pbnu,"['redam', 'polemik', 'permendikbud', 'ppks', 'nadiem', 'pbnu']"
284,1437,"b'Rektor Universitas Halu Oleo (UHO) Kendari, Muhammad Zamrun Firihu mendukung Peraturan Menteri Pendidikan, Kebudaya\xe2\x80\xa6 https://t.co/QlmYiR1ixt'","b'rektor universitas halu oleo (uho) kendari, muhammad zamrun firihu mendukung peraturan menteri pendidikan, kebudaya\xe2\x80\xa6 https://t.co/qlmyir1ixt'",rektor universitas halu oleo uho kendari muhammad zamrun firihu mendukung peraturan menteri pendidikan kebudaya  xa,"['rektor', 'universitas', 'halu', 'oleo', 'uho', 'kendari', 'muhammad', 'zamrun', 'firihu', 'mendukung', 'peraturan', 'menteri', 'pendidikan', 'kebudaya', 'xa']","['rektor', 'universitas', 'halu', 'oleo', 'uho', 'kendari', 'muhammad', 'zamrun', 'firihu', 'mendukung', 'peraturan', 'menteri', 'pendidikan', 'kebudaya', 'xa']",rektor universitas halu oleo uho kendari muhammad zamrun firihu mendukung peraturan menteri pendidikan kebudaya,rektor universitas halu oleo uho kendari muhammad zamrun firihu dukung atur menteri didik budaya,Positive,rektor universitas halu oleo uho kendari muhammad zamrun firihu dukung atur menteri didik budaya,"['rektor', 'universitas', 'halu', 'oleo', 'uho', 'kendari', 'muhammad', 'zamrun', 'firihu', 'dukung', 'atur', 'menteri', 'didik', 'budaya']"
285,939,b'4. Rektor Unsika membentuk Panitia Seleksi Perlindungan dan Pencegahan Kekerasan Seksual (Pansel PPKS) melalui Waki\xe2\x80\xa6 https://t.co/hvpx1mJdJR',b'4. rektor unsika membentuk panitia seleksi perlindungan dan pencegahan kekerasan seksual (pansel ppks) melalui waki\xe2\x80\xa6 https://t.co/hvpx1mjdjr',rektor unsika membentuk panitia seleksi perlindungan dan pencegahan kekerasan seksual pansel ppks melalui waki  xa,"['rektor', 'unsika', 'membentuk', 'panitia', 'seleksi', 'perlindungan', 'dan', 'pencegahan', 'kekerasan', 'seksual', 'pansel', 'ppks', 'melalui', 'waki', 'xa']","['rektor', 'unsika', 'membentuk', 'panitia', 'seleksi', 'perlindungan', 'dan', 'pencegahan', 'kekerasan', 'seksual', 'pansel', 'ppks', 'melalui', 'waki', 'xa']",rektor unsika membentuk panitia seleksi perlindungan pencegahan kekerasan seksual pansel ppks waki,rektor unsika bentuk panitia seleksi lindung cegah keras seksual pansel ppks wak,Positive,rektor unsika bentuk panitia seleksi lindung cegah keras seksual pansel ppks wak,"['rektor', 'unsika', 'panitia', 'seleksi', 'lindung', 'cegah', 'keras', 'seksual', 'pansel', 'ppks', 'wak']"
286,143,"b'Rektorat, dosen, dan staf kampus punya peranan besar dalam merumuskan kebijakan yang berperspektif korban, termasuk\xe2\x80\xa6 https://t.co/xBU6zgDbDl'","b'rektorat, dosen, dan staf kampus punya peranan besar dalam merumuskan kebijakan yang berperspektif korban, termasuk\xe2\x80\xa6 https://t.co/xbu6zgdbdl'",rektorat dosen dan staf kampus punya peranan besar dalam merumuskan kebijakan yang berperspektif korban termasuk  xa,"['rektorat', 'dosen', 'dan', 'staf', 'kampus', 'punya', 'peranan', 'besar', 'dalam', 'merumuskan', 'kebijakan', 'yang', 'berperspektif', 'korban', 'termasuk', 'xa']","['rektorat', 'dosen', 'dan', 'staf', 'kampus', 'punya', 'peranan', 'besar', 'dalam', 'merumuskan', 'kebijakan', 'yang', 'berperspektif', 'korban', 'termasuk', 'xa']",rektorat dosen staf kampus peranan merumuskan kebijakan berperspektif korban,rektorat dosen staf kampus peran rumus bijak perspektif korban,Positive,rektorat dosen staf kampus peran rumus bijak perspektif korban,"['rektorat', 'dosen', 'staf', 'kampus', 'peran', 'rumus', 'bijak', 'perspektif', 'korban']"
